StartDate,EndDate,Status,Progress,Duration ,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q48,Q17,Q18,Q19,Q20,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q83,Q85,Q86,Q87,Q88,Q88_2_TEXT,Q88_3_TEXT,Q88_4_TEXT,Q4,Q6,Q5,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,SC0
2022/10/27 7:47,2022/10/27 7:53,IP Address,100,383,TRUE,2022/10/27 7:53,R_3m3KeHt92u5V6ig,anonymous,EN,1,"I consent, begin the study",3- Often,1- Almost never,2- Sometimes,4- Usually,2- Sometimes,4- Usually,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,1- Almost never,4- Usually,2- Sometimes,4- Usually,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,Moderate stress,Mild stress,None,None,Mild Stress,None,None,D,D,A- does not describe me well,D,D,D,A- does not describe me well,E- describes me very well,D,D,D,B,A- does not describe me well,B,B,D,E- describes me very well,B,B,D,E- describes me very well,D,D,D,D,D,D,D,No,No,"Yes, 3x per month or less","Yes, 3x per month or less","Yes, 3x per month or less",,,,Current first year,30-34,"NSGC region 1: CT,MA, ME,NH, RI, VT, CN Maritime Provinces",White,No,Female,Straight or Heterosexual,Married,No,No,No,"Yes, 20-30 hours a week",123
2022/10/27 7:04,2022/10/27 7:54,IP Address,100,2948,TRUE,2022/10/27 7:54,R_1mztpsKX22TG65C,anonymous,EN,0.899999976,"I consent, begin the study",2- Sometimes,2- Sometimes,3- Often,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,1- Almost never,3- Often,2- Sometimes,3- Often,3- Often,3- Often,3- Often,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,3- Often,2- Sometimes,Mild stress,Moderate stress,Moderate stress,Mild stress,None,None,Mild stress,B,D,D,B,D,C,B,D,D,C,B,B,B,B,A- does not describe me well,A- does not describe me well,D,B,D,D,C,D,A- does not describe me well,A- does not describe me well,B,B,B,B,"Yes, 1-2 times per week",No,"Yes, 3+ times per week",No,"Yes, 3+ times per week",,,"Puzzles, books, podcasts, cooking, music, etc.",Current second year,25-29,"NSGC region 4: 4 AR,IA,IL,IN,KS,MI,MN,MO,ND,NE,OH,OK,SD,WI, Ontario",White,No,Female,Straight or Heterosexual,In a romantic relationship,No,Yes,Yes,"Yes, 10-20 hours a week",105
2022/10/27 7:48,2022/10/27 7:56,IP Address,100,477,TRUE,2022/10/27 7:56,R_2QoclaqBwq0nS2l,anonymous,EN,1,"I consent, begin the study",4- Usually,3- Often,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,3- Often,3- Often,4- Usually,3- Often,2- Sometimes,4- Usually,3- Often,3- Often,1- Almost never,2- Sometimes,4- Usually,Mild stress,Mild stress,Mild stress,Mild stress,Severe stress,None,Mild stress,E- describes me very well,C,B,B,D,B,C,D,D,E- describes me very well,D,B,D,C,B,D,B,C,D,D,D,D,C,A- does not describe me well,C,D,A- does not describe me well,C,No,"Yes, 1x per month or less","Yes, 3+ times per week",No,No,,,,Current first year,25-29,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Straight or Heterosexual,In a romantic relationship,No,Yes,No,No,118
2022/10/27 8:25,2022/10/27 8:32,IP Address,100,395,TRUE,2022/10/27 8:32,R_2wRmTWqYAIdu32y,anonymous,EN,1,"I consent, begin the study",2- Sometimes,4- Usually,4- Usually,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,4- Usually,4- Usually,3- Often,3- Often,2- Sometimes,2- Sometimes,3- Often,4- Usually,2- Sometimes,1- Almost never,4- Usually,Mild stress,Mild stress,None,Moderate stress,Moderate stress,None,Mild stress,D,D,A- does not describe me well,D,B,D,B,C,D,D,D,C,A- does not describe me well,A- does not describe me well,C,B,D,D,B,D,D,C,B,A- does not describe me well,C,D,B,C,"Yes, 3+ times per week","Yes, every other week","Yes, 3+ times per week","Yes, 1-2 times per week",No,,,,Current second year,20-24,"NSGC region 5: AZ, CO, MT, NM, TX, UT, WY, Alberta, Manitoba, Sask","Hispanic or Latino,White",No,Female,Straight or Heterosexual,Married,No,Yes,No,"Yes, less than 10 hours a week",127
2022/10/27 9:17,2022/10/27 9:23,IP Address,100,356,TRUE,2022/10/27 9:23,R_SZBIFnzikmccvi9,anonymous,EN,0.899999976,"I consent, begin the study",1- Almost never,4- Usually,4- Usually,2- Sometimes,3- Often,4- Usually,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,4- Usually,3- Often,2- Sometimes,2- Sometimes,3- Often,4- Usually,1- Almost never,2- Sometimes,4- Usually,Mild stress,Mild stress,Moderate stress,Mild stress,Mild Stress,Moderate stress,None,D,E- describes me very well,B,A- does not describe me well,C,B,B,D,D,B,D,B,D,B,B,E- describes me very well,B,A- does not describe me well,D,D,D,D,E- describes me very well,B,D,E- describes me very well,B,D,"Yes, 1-2 times per week",No,"Yes, 3x per month or less",No,"Yes, 1-2 times per week",,Violin,,Current second year,25-29,"NSGC region 5: AZ, CO, MT, NM, TX, UT, WY, Alberta, Manitoba, Sask",Asian,No,Female,Straight or Heterosexual,Single (never married),No,Yes,Yes,"Yes, less than 10 hours a week",129
2022/10/27 9:29,2022/10/27 9:34,IP Address,100,317,TRUE,2022/10/27 9:34,R_7UiLZYtq4JtmnQd,anonymous,EN,1,"I consent, begin the study",1- Almost never,3- Often,3- Often,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,4- Usually,3- Often,3- Often,4- Usually,3- Often,3- Often,2- Sometimes,3- Often,3- Often,3- Often,1- Almost never,3- Often,Mild stress,Moderate stress,Severe stress,Moderate stress,Moderate stress,None,Mild stress,D,D,B,D,C,C,A- does not describe me well,D,E- describes me very well,D,D,A- does not describe me well,C,A- does not describe me well,D,C,D,A- does not describe me well,C,E- describes me very well,E- describes me very well,D,C,C,D,C,C,D,No,No,"Yes, 3x per month or less","Yes, 1-2 times per week","Yes, 3+ times per week",,,Watching TV,Current second year,40-44,"NSGC region 5: AZ, CO, MT, NM, TX, UT, WY, Alberta, Manitoba, Sask",White,No,Female,Straight or Heterosexual,Divorced or separated,Yes,No,No,"Yes, 10-20 hours a week",133
2022/10/27 9:30,2022/10/27 9:36,IP Address,100,325,TRUE,2022/10/27 9:36,R_6VG6egVgtDVP2O5,anonymous,EN,1,"I consent, begin the study",2- Sometimes,3- Often,3- Often,2- Sometimes,1- Almost never,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,4- Usually,2- Sometimes,3- Often,2- Sometimes,1- Almost never,1- Almost never,3- Often,4- Usually,1- Almost never,4- Usually,None,Mild stress,Severe stress,None,Moderate stress,Mild stress,Mild stress,E- describes me very well,D,A- does not describe me well,B,E- describes me very well,C,A- does not describe me well,D,D,C,D,A- does not describe me well,B,A- does not describe me well,B,D,A- does not describe me well,B,D,D,B,E- describes me very well,E- describes me very well,B,D,E- describes me very well,A- does not describe me well,D,"Yes, 1-2 times per week",No,"Yes, 1-2 times per week",No,"Yes, 3+ times per week",,,"Embroidery, video games",Current second year,20-24,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Questioning or unsure,"Gay, lesbian, or homosexual",Single (never married),No,Yes,No,"Yes, less than 10 hours a week",138
2022/10/27 9:29,2022/10/27 9:43,IP Address,100,842,TRUE,2022/10/27 9:43,R_3kh7gM15XkFPkgh,anonymous,EN,1,"I consent, begin the study",2- Sometimes,3- Often,4- Usually,1- Almost never,4- Usually,1- Almost never,2- Sometimes,1- Almost never,4- Usually,4- Usually,4- Usually,1- Almost never,4- Usually,2- Sometimes,4- Usually,1- Almost never,4- Usually,4- Usually,1- Almost never,4- Usually,Moderate stress,Moderate stress,Mild stress,None,Severe stress,Mild stress,Moderate stress,E- describes me very well,D,B,C,E- describes me very well,B,B,D,E- describes me very well,D,D,A- does not describe me well,D,C,B,B,C,A- does not describe me well,D,D,D,C,B,B,D,E- describes me very well,B,D,"Yes, 1-2 times per week",No,"Yes, 3x per month or less",No,No,,,,Current first year,20-24,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Bisexual,In a romantic relationship,No,Yes,No,"Yes, less than 10 hours a week",147
2022/10/27 9:33,2022/10/27 9:45,IP Address,100,680,TRUE,2022/10/27 9:45,R_3ExRNvXkkKKK7DT,anonymous,EN,1,"I consent, begin the study",1- Almost never,3- Often,3- Often,2- Sometimes,1- Almost never,3- Often,2- Sometimes,1- Almost never,2- Sometimes,2- Sometimes,2- Sometimes,4- Usually,2- Sometimes,3- Often,1- Almost never,4- Usually,3- Often,4- Usually,2- Sometimes,3- Often,Mild stress,Moderate stress,Mild stress,None,Mild Stress,None,None,E- describes me very well,E- describes me very well,B,B,E- describes me very well,D,A- does not describe me well,D,E- describes me very well,B,E- describes me very well,B,B,A- does not describe me well,B,D,C,A- does not describe me well,B,E- describes me very well,D,E- describes me very well,E- describes me very well,D,E- describes me very well,E- describes me very well,C,E- describes me very well,"Yes, 1-2 times per week",No,"Yes, 1-2 times per week",No,No,,,,Current first year,25-29,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Asexual,Single (never married),No,Yes,No,No,142
2022/10/27 9:43,2022/10/27 9:52,IP Address,100,552,TRUE,2022/10/27 9:52,R_xDYZNd3o48rpPEt,anonymous,EN,0.899999976,"I consent, begin the study",2- Sometimes,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,3- Often,1- Almost never,2- Sometimes,3- Often,3- Often,4- Usually,3- Often,2- Sometimes,3- Often,1- Almost never,4- Usually,2- Sometimes,2- Sometimes,1- Almost never,2- Sometimes,Moderate stress,Mild stress,Mild stress,Mild stress,Moderate stress,None,None,D,D,B,D,C,A- does not describe me well,C,D,D,B,D,B,C,D,C,A- does not describe me well,A- does not describe me well,B,D,D,D,C,D,B,C,D,B,D,"Yes, 3+ times per week","Yes, 1x per month or less","Yes, 1-2 times per week","Yes, 1-2 times per week","Yes, 1-2 times per week",,journaling,,Current second year,20-24,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",Asian,No,Male,Straight or Heterosexual,In a romantic relationship,No,Yes,Yes,"Yes, less than 10 hours a week",104
2022/10/27 9:30,2022/10/27 9:53,IP Address,100,1373,TRUE,2022/10/27 9:53,R_12FvegOuBXmTxam,anonymous,EN,1,"I consent, begin the study",2- Sometimes,3- Often,4- Usually,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,2- Sometimes,3- Often,2- Sometimes,3- Often,4- Usually,3- Often,2- Sometimes,1- Almost never,3- Often,4- Usually,3- Often,1- Almost never,4- Usually,Mild stress,Severe stress,None,Mild stress,Moderate stress,Severe stress,None,B,E- describes me very well,A- does not describe me well,B,B,A- does not describe me well,D,D,E- describes me very well,C,E- describes me very well,D,D,A- does not describe me well,C,A- does not describe me well,B,A- does not describe me well,E- describes me very well,E- describes me very well,D,E- describes me very well,B,A- does not describe me well,D,D,A- does not describe me well,D,"Yes, 1-2 times per week","Yes, every other week","Yes, 1-2 times per week",No,No,,,,Current second year,20-24,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",Hispanic or Latino,No,Female,Bisexual,Single (never married),No,Yes,No,"Yes, less than 10 hours a week",118
2022/10/27 9:50,2022/10/27 9:54,IP Address,100,267,TRUE,2022/10/27 9:54,R_1DqiPdYyuIbN2te,anonymous,EN,1,"I consent, begin the study",2- Sometimes,4- Usually,4- Usually,2- Sometimes,3- Often,2- Sometimes,3- Often,1- Almost never,3- Often,3- Often,3- Often,1- Almost never,4- Usually,2- Sometimes,3- Often,2- Sometimes,3- Often,3- Often,1- Almost never,3- Often,Mild stress,Mild stress,Mild stress,None,Severe stress,Severe stress,Moderate stress,D,D,D,C,B,E- describes me very well,D,B,E- describes me very well,D,B,B,B,C,C,A- does not describe me well,E- describes me very well,B,B,B,A- does not describe me well,C,A- does not describe me well,D,A- does not describe me well,B,B,B,"Yes, 1-2 times per week",No,"Yes, 1-2 times per week",No,"Yes, 1-2 times per week",,,,Current second year,20-24,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",Asian,No,Female,Queer,Single (never married),No,Yes,No,No,119
2022/10/27 9:56,2022/10/27 10:03,IP Address,100,426,TRUE,2022/10/27 10:03,R_yL9wNN8NAAMYzMR,anonymous,EN,1,"I consent, begin the study",2- Sometimes,3- Often,4- Usually,2- Sometimes,4- Usually,1- Almost never,3- Often,2- Sometimes,4- Usually,4- Usually,4- Usually,3- Often,4- Usually,2- Sometimes,3- Often,2- Sometimes,4- Usually,4- Usually,1- Almost never,4- Usually,None,Mild stress,Mild stress,Mild stress,Severe stress,None,None,D,E- describes me very well,C,A- does not describe me well,B,B,A- does not describe me well,B,E- describes me very well,E- describes me very well,D,B,A- does not describe me well,A- does not describe me well,B,E- describes me very well,A- does not describe me well,A- does not describe me well,E- describes me very well,E- describes me very well,D,E- describes me very well,E- describes me very well,A- does not describe me well,D,D,A- does not describe me well,B,"Yes, 1-2 times per week","Yes, every other week","Yes, 3x per month or less",No,"Yes, 3+ times per week",,," TV, YouTube",Current first year,20-24,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Straight or Heterosexual,Single (never married),No,Yes,No,No,145
2022/10/27 10:05,2022/10/27 10:26,IP Address,100,1286,TRUE,2022/10/27 10:26,R_27DzbPGglQBUXSl,anonymous,EN,1,"I consent, begin the study",2- Sometimes,3- Often,4- Usually,3- Often,3- Often,1- Almost never,2- Sometimes,2- Sometimes,3- Often,3- Often,3- Often,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,3- Often,2- Sometimes,3- Often,None,None,None,None,Mild Stress,None,Moderate stress,D,E- describes me very well,A- does not describe me well,B,E- describes me very well,D,B,D,E- describes me very well,D,E- describes me very well,A- does not describe me well,C,A- does not describe me well,B,D,D,A- does not describe me well,D,E- describes me very well,C,E- describes me very well,D,A- does not describe me well,D,D,B,D,"Yes, 3+ times per week","Yes, 1x per month or less","Yes, 1-2 times per week","Yes, 1-2 times per week","Yes, 1-2 times per week",,"Embroidery, gardening, baking",,Current second year,25-29,"NSGC region 5: AZ, CO, MT, NM, TX, UT, WY, Alberta, Manitoba, Sask",White,No,Female,Straight or Heterosexual,Married,No,Yes,No,No,144
2022/10/27 10:23,2022/10/27 10:33,IP Address,100,624,TRUE,2022/10/27 10:33,R_25Y4hqlqm3Cr7NS,anonymous,EN,0.899999976,"I consent, begin the study",2- Sometimes,2- Sometimes,3- Often,3- Often,1- Almost never,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,3- Often,3- Often,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,Mild stress,Moderate stress,Mild stress,Moderate stress,Moderate stress,Mild stress,Mild stress,C,E- describes me very well,B,A- does not describe me well,C,B,B,D,D,C,D,B,D,B,B,D,C,A- does not describe me well,D,D,D,C,D,A- does not describe me well,C,D,A- does not describe me well,D,"Yes, 1-2 times per week","Yes, every other week","Yes, 3x per month or less",No,"Yes, 3x per month or less","Arts and Crafts, puzzles",,,Current second year,30-34,"NSGC region 1: CT,MA, ME,NH, RI, VT, CN Maritime Provinces",White,No,Female,Straight or Heterosexual,Married,No,No,No,"Yes, less than 10 hours a week",118
2022/10/27 10:40,2022/10/27 10:46,IP Address,100,366,TRUE,2022/10/27 10:46,R_1DLKJ6uKQHJvnVS,anonymous,EN,1,"I consent, begin the study",2- Sometimes,3- Often,4- Usually,4- Usually,2- Sometimes,3- Often,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,3- Often,4- Usually,2- Sometimes,4- Usually,3- Often,4- Usually,2- Sometimes,4- Usually,2- Sometimes,3- Often,Mild stress,Moderate stress,Mild stress,None,Moderate stress,Mild stress,Moderate stress,C,E- describes me very well,B,A- does not describe me well,D,D,A- does not describe me well,E- describes me very well,E- describes me very well,D,E- describes me very well,B,C,A- does not describe me well,A- does not describe me well,A- does not describe me well,A- does not describe me well,A- does not describe me well,D,E- describes me very well,E- describes me very well,E- describes me very well,A- does not describe me well,B,E- describes me very well,C,A- does not describe me well,E- describes me very well,"Yes, 1-2 times per week",No,"Yes, 1-2 times per week",No,No,,,,Current first year,20-24,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Straight or Heterosexual,Single (never married),No,Yes,No,No,125
2022/10/27 10:41,2022/10/27 10:46,IP Address,100,310,TRUE,2022/10/27 10:46,R_1NgpeaAM4f0fDDP,anonymous,EN,0.899999976,"I consent, begin the study",3- Often,2- Sometimes,3- Often,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,3- Often,3- Often,2- Sometimes,3- Often,2- Sometimes,3- Often,2- Sometimes,3- Often,Moderate stress,Mild stress,None,Mild stress,Mild Stress,None,None,D,D,B,A- does not describe me well,D,D,B,C,D,D,D,B,C,B,C,D,C,A- does not describe me well,C,D,C,E- describes me very well,D,B,D,D,B,D,"Yes, 3x per month or less",No,"Yes, 1-2 times per week",No,"Yes, 3+ times per week",,,Reading,Current second year,25-29,"NSGC region 3:3 Al,FL,GA,KY,LA,MS,NC,SC,TN",White,No,Female,Bisexual,In a romantic relationship,No,Yes,No,No,124
2022/10/27 10:45,2022/10/27 10:51,IP Address,100,348,TRUE,2022/10/27 10:51,R_2D09b7GWXn7wi3a,anonymous,EN,1,"I consent, begin the study",4- Usually,2- Sometimes,2- Sometimes,4- Usually,1- Almost never,4- Usually,1- Almost never,3- Often,1- Almost never,1- Almost never,2- Sometimes,4- Usually,1- Almost never,4- Usually,1- Almost never,4- Usually,2- Sometimes,1- Almost never,4- Usually,2- Sometimes,Mild stress,None,None,None,Mild Stress,None,None,A- does not describe me well,D,B,A- does not describe me well,D,C,B,C,C,C,D,A- does not describe me well,D,B,C,A- does not describe me well,B,A- does not describe me well,D,D,D,E- describes me very well,C,B,B,B,A- does not describe me well,B,"Yes, 3+ times per week",No,"Yes, 3+ times per week","Yes, 3x per month or less","Yes, 3x per month or less",meditation  ,,,Current second year,20-24,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Straight or Heterosexual,In a romantic relationship,No,Yes,No,"Yes, less than 10 hours a week",85
2022/10/27 10:55,2022/10/27 11:08,IP Address,100,749,TRUE,2022/10/27 11:08,R_1LBT3QMjVixZtXE,anonymous,EN,1,"I consent, begin the study",2- Sometimes,3- Often,4- Usually,4- Usually,1- Almost never,3- Often,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,4- Usually,4- Usually,2- Sometimes,4- Usually,1- Almost never,3- Often,2- Sometimes,2- Sometimes,1- Almost never,3- Often,Mild stress,Mild stress,None,None,Moderate stress,None,None,A- does not describe me well,D,A- does not describe me well,A- does not describe me well,D,A- does not describe me well,B,E- describes me very well,E- describes me very well,D,C,C,C,B,C,A- does not describe me well,C,A- does not describe me well,E- describes me very well,C,E- describes me very well,D,C,A- does not describe me well,D,D,D,D,"Yes, 3+ times per week",No,"Yes, 1-2 times per week",No,"Yes, 1-2 times per week",,"games, TV-shows, watching sports",,Current second year,20-24,"NSGC region 3:3 Al,FL,GA,KY,LA,MS,NC,SC,TN",White,No,Male,Straight or Heterosexual,In a romantic relationship,No,Yes,No,No,112
2022/10/27 11:29,2022/10/27 11:40,IP Address,100,682,TRUE,2022/10/27 11:40,R_2wB6LQ8nrw7fl3L,anonymous,EN,1,"I consent, begin the study",3- Often,3- Often,4- Usually,2- Sometimes,4- Usually,2- Sometimes,4- Usually,2- Sometimes,2- Sometimes,2- Sometimes,4- Usually,4- Usually,2- Sometimes,3- Often,2- Sometimes,4- Usually,2- Sometimes,4- Usually,2- Sometimes,4- Usually,Mild stress,Mild stress,Mild stress,None,Moderate stress,None,None,D,C,C,A- does not describe me well,E- describes me very well,D,B,C,E- describes me very well,C,E- describes me very well,A- does not describe me well,C,B,C,D,D,A- does not describe me well,B,D,D,D,D,B,E- describes me very well,D,B,D,"Yes, 1-2 times per week",No,"Yes, 3x per month or less",No,"Yes, 3x per month or less","Hiking, local events",,,Current first year,25-29,"NSGC region 5: AZ, CO, MT, NM, TX, UT, WY, Alberta, Manitoba, Sask",White,No,Female,Straight or Heterosexual,Single (never married),No,Yes,No,No,136
2022/10/27 12:27,2022/10/27 12:43,IP Address,100,989,TRUE,2022/10/27 12:43,R_10oUp0p3qKYQync,anonymous,EN,1,"I consent, begin the study",1- Almost never,2- Sometimes,4- Usually,3- Often,2- Sometimes,3- Often,2- Sometimes,1- Almost never,4- Usually,3- Often,4- Usually,4- Usually,3- Often,2- Sometimes,2- Sometimes,3- Often,4- Usually,4- Usually,1- Almost never,3- Often,Moderate stress,Moderate stress,Moderate stress,None,Moderate stress,Mild stress,None,C,E- describes me very well,A- does not describe me well,A- does not describe me well,E- describes me very well,C,B,E- describes me very well,E- describes me very well,D,E- describes me very well,B,C,B,A- does not describe me well,C,B,A- does not describe me well,D,E- describes me very well,E- describes me very well,E- describes me very well,C,A- does not describe me well,E- describes me very well,D,A- does not describe me well,E- describes me very well,No,No,"Yes, 3x per month or less",No,No,,,,Current second year,25-29,"NSGC region 5: AZ, CO, MT, NM, TX, UT, WY, Alberta, Manitoba, Sask",Hispanic or Latino,No,Female,Straight or Heterosexual,In a romantic relationship,No,Yes,Yes,No,142
2022/10/27 12:54,2022/10/27 12:59,IP Address,100,283,TRUE,2022/10/27 12:59,R_3G2gC7rpznfCVYr,anonymous,EN,1,"I consent, begin the study",2- Sometimes,4- Usually,4- Usually,4- Usually,4- Usually,2- Sometimes,3- Often,2- Sometimes,4- Usually,4- Usually,4- Usually,4- Usually,4- Usually,3- Often,4- Usually,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,4- Usually,None,None,None,None,Moderate stress,Mild stress,None,E- describes me very well,C,B,A- does not describe me well,A- does not describe me well,D,D,D,E- describes me very well,D,B,A- does not describe me well,D,A- does not describe me well,C,A- does not describe me well,D,A- does not describe me well,C,D,D,D,E- describes me very well,B,B,C,C,E- describes me very well,"Yes, 3+ times per week",No,"Yes, 3+ times per week",No,No,,,,Current second year,25-29,"NSGC region 6: AK,CA,HI,ID,NV,OR,WA, British Columbia, Yukon",Asian,No,Male,Straight or Heterosexual,In a romantic relationship,No,No,No,No,134
2022/10/27 12:56,2022/10/27 13:03,IP Address,100,420,TRUE,2022/10/27 13:03,R_1BXXguPWR9WkvWM,anonymous,EN,1,"I consent, begin the study",2- Sometimes,4- Usually,4- Usually,3- Often,4- Usually,2- Sometimes,2- Sometimes,2- Sometimes,4- Usually,3- Often,4- Usually,3- Often,4- Usually,3- Often,3- Often,2- Sometimes,3- Often,3- Often,2- Sometimes,3- Often,Mild stress,Mild stress,Mild stress,None,Severe stress,None,None,D,C,A- does not describe me well,A- does not describe me well,C,B,B,E- describes me very well,D,B,E- describes me very well,B,D,A- does not describe me well,A- does not describe me well,A- does not describe me well,B,A- does not describe me well,D,D,D,D,B,A- does not describe me well,D,C,A- does not describe me well,D,"Yes, 3+ times per week",No,"Yes, 3+ times per week",No,No,,,,Current second year,20-24,"NSGC region 6: AK,CA,HI,ID,NV,OR,WA, British Columbia, Yukon",White,No,Female,Straight or Heterosexual,In a romantic relationship,No,Yes,No,No,129
2022/10/27 12:59,2022/10/27 13:05,IP Address,100,392,TRUE,2022/10/27 13:05,R_r8ZqeylXnpTAcwx,anonymous,EN,1,"I consent, begin the study",2- Sometimes,2- Sometimes,3- Often,3- Often,1- Almost never,3- Often,2- Sometimes,2- Sometimes,1- Almost never,1- Almost never,4- Usually,2- Sometimes,2- Sometimes,3- Often,1- Almost never,3- Often,2- Sometimes,2- Sometimes,3- Often,2- Sometimes,None,None,Mild stress,None,None,None,None,D,D,B,D,B,C,C,B,C,B,D,D,C,B,C,A- does not describe me well,D,B,C,D,C,C,B,C,B,B,C,B,"Yes, 3+ times per week",No,"Yes, 3+ times per week",No,No,,,,Current first year,25-29,"NSGC region 6: AK,CA,HI,ID,NV,OR,WA, British Columbia, Yukon",White,No,Male,"Gay, lesbian, or homosexual",Single (never married),No,Yes,No,"Yes, less than 10 hours a week",95
2022/10/27 13:07,2022/10/27 13:17,IP Address,100,581,TRUE,2022/10/27 13:17,R_b2RuKHcs88Plo6B,anonymous,EN,1,"I consent, begin the study",2- Sometimes,4- Usually,3- Often,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,4- Usually,3- Often,3- Often,2- Sometimes,3- Often,3- Often,2- Sometimes,2- Sometimes,4- Usually,Mild stress,Moderate stress,Mild stress,None,Mild Stress,Mild stress,Moderate stress,C,D,D,B,E- describes me very well,D,A- does not describe me well,D,E- describes me very well,B,E- describes me very well,A- does not describe me well,B,B,B,B,A- does not describe me well,B,C,D,B,B,D,B,A- does not describe me well,D,A- does not describe me well,C,"Yes, 3x per month or less",No,"Yes, 1-2 times per week",No,"Yes, 3+ times per week",,,Watching tv/Youtube,Current second year,25-29,"NSGC region 6: AK,CA,HI,ID,NV,OR,WA, British Columbia, Yukon",Black or African American,No,Female,Straight or Heterosexual,Married,No,Yes,No,No,115
2022/10/27 13:58,2022/10/27 14:05,IP Address,100,433,TRUE,2022/10/27 14:05,R_3IXckfQyZwScLYa,anonymous,EN,1,"I consent, begin the study",2- Sometimes,2- Sometimes,3- Often,3- Often,1- Almost never,3- Often,2- Sometimes,1- Almost never,2- Sometimes,1- Almost never,3- Often,2- Sometimes,3- Often,3- Often,1- Almost never,3- Often,3- Often,3- Often,2- Sometimes,1- Almost never,None,Moderate stress,None,None,Mild Stress,None,None,E- describes me very well,E- describes me very well,B,B,D,D,B,E- describes me very well,E- describes me very well,B,D,B,B,A- does not describe me well,B,B,D,A- does not describe me well,D,D,E- describes me very well,B,B,B,D,B,B,D,No,No,"Yes, 3x per month or less",No,"Yes, 3+ times per week",,,Talking to family,Current first year,25-29,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Straight or Heterosexual,Married,No,Yes,No,"Yes, 10-20 hours a week",121
